Date,Product_ID,Category,Region,Sales_Quantity,Sales_Revenue,Discount_Applied
2023-01-20,P031,Toys,South,6,689.16,142.55
2023-01-20,P036,Electronics,South,4,677.69,152.35
2023-01-20,P010,Electronics,East,18,3531.02,891.6
2023-01-20,P011,Groceries,South,15,1168.44,239.79
2023-01-20,P008,Home & Kitchen,West,3,1294.64,349.41
2023-01-20,P014,Groceries,East,18,7469.66,92.99
2023-01-20,P037,Electronics,East,8,891.46,258.33
2023-01-20,P030,Toys,South,8,884.61,136.08
2023-01-21,P034,Groceries,East,2,149.39,15.76
2023-01-21,P010,Clothing,West,16,4015.09,631.43
2023-01-21,P002,Home & Kitchen,South,10,3934.41,768.74
2023-01-21,P048,Toys,North,14,4729.8,316.68
2023-01-21,P013,Home & Kitchen,South,8,2199.99,59.16
2023-01-21,P039,Groceries,South,1,282.97,39.03
2023-01-21,P038,Electronics,South,10,451.88,63.65
2023-01-21,P037,Toys,West,18,4340.01,1078.31
2023-01-21,P032,Home & Kitchen,South,13,4347.57,1085.87
2023-01-21,P021,Groceries,South,8,605.86,162.9
2023-01-22,P021,Electronics,South,4,459.89,131.93
2023-01-22,P001,Home & Kitchen,East,19,2675.32,109.43
2023-01-22,P043,Clothing,West,5,2475.85,56.05
2023-01-22,P034,Toys,South,1,390.53,27.31
2023-01-22,P033,Toys,West,13,6346.19,1366.63
2023-01-22,P022,Toys,South,16,5577.04,555.56
2023-01-22,P023,Groceries,East,9,3189.46,595.7
2023-01-22,P014,Clothing,West,1,438.56,122.98
2023-01-22,P017,Home & Kitchen,South,12,3507.83,809.73
2023-01-22,P029,Toys,East,2,60.95,14.38
2023-01-23,P045,Groceries,West,14,2343.33,415.44
2023-01-23,P050,Clothing,South,5,2452.0,65.11
2023-01-23,P022,Toys,East,10,4554.09,503.81
2023-01-23,P024,Groceries,North,19,7911.58,771.43
2023-01-23,P002,Electronics,North,1,203.16,35.06
2023-01-23,P038,Home & Kitchen,North,11,4938.19,540.99
2023-01-23,P015,Electronics,East,13,5404.58,1406.39
2023-01-23,P016,Clothing,East,3,96.71,9.09
2023-01-23,P017,Groceries,South,5,151.85,5.24
2023-01-23,P025,Toys,East,15,3564.4,131.98
2023-01-24,P009,Electronics,East,2,12.18,1.68
2023-01-24,P023,Electronics,West,6,469.8,46.34
2023-01-24,P029,Home & Kitchen,West,19,6568.18,289.49
2023-01-24,P025,Groceries,North,3,86.52,22.93
2023-01-24,P014,Groceries,West,8,228.74,21.09
2023-01-24,P001,Electronics,West,1,141.57,35.22
2023-01-24,P021,Home & Kitchen,East,5,1523.45,71.24
2023-01-24,P007,Groceries,South,9,4084.54,812.68
2023-01-24,P036,Toys,North,7,2253.6,139.42
2023-01-24,P026,Electronics,East,17,6312.61,1137.14
2023-01-25,P009,Groceries,South,6,1138.85,339.13
2023-01-25,P033,Toys,East,15,6334.77,895.31
2023-01-25,P013,Electronics,East,10,3624.36,293.83
2023-01-25,P035,Groceries,North,3,308.16,1.15
2023-01-25,P030,Home & Kitchen,East,4,972.13,133.53
2023-01-25,P038,Home & Kitchen,North,5,1092.5,311.79
2023-01-25,P043,Electronics,North,18,5294.21,295.9
2023-01-25,P015,Electronics,West,11,2166.81,63.78
2023-01-25,P037,Toys,West,7,983.52,74.84
2023-01-25,P023,Home & Kitchen,North,9,1291.25,166.72
2023-01-26,P001,Toys,East,3,1144.37,323.93
2023-01-26,P031,Clothing,North,4,1263.3,170.14
2023-01-26,P013,Groceries,East,9,2832.88,669.06
2023-01-26,P008,Groceries,East,2,91.43,15.83
2023-01-26,P050,Groceries,North,9,3091.14,499.25
2023-01-26,P047,Clothing,North,4,319.15,16.85
2023-01-26,P033,Clothing,North,12,5370.27,299.73
2023-01-26,P024,Home & Kitchen,North,3,716.43,208.23
2023-01-26,P021,Home & Kitchen,East,6,104.22,29.49
2023-01-26,P006,Groceries,East,16,2629.37,84.68
2023-01-27,P032,Home & Kitchen,North,16,2283.44,358.48
2023-01-27,P019,Home & Kitchen,East,12,2390.35,45.94
2023-01-27,P002,Clothing,North,8,627.48,67.42
2023-01-27,P013,Home & Kitchen,West,16,6791.31,1672.22
2023-01-27,P040,Home & Kitchen,South,16,4031.54,267.82
2023-01-27,P007,Toys,West,7,2432.37,141.41
2023-01-27,P044,Toys,South,12,3228.73,717.68
2023-01-27,P030,Toys,East,14,3420.02,3.46
2023-01-27,P031,Groceries,East,17,8263.21,1199.11
2023-01-27,P018,Groceries,North,15,968.44,78.79
2023-01-28,P029,Electronics,North,9,4154.79,927.98
2023-01-28,P041,Home & Kitchen,South,18,2106.69,623.57
2023-01-28,P013,Groceries,West,8,3030.04,887.8
2023-01-28,P031,Electronics,East,13,4759.96,157.03
2023-01-28,P050,Toys,East,12,3831.0,354.21
2023-01-28,P046,Clothing,South,3,1489.72,215.01
2023-01-28,P039,Clothing,East,13,1787.16,67.07
2023-01-28,P018,Clothing,West,10,88.59,14.12
2023-01-28,P033,Electronics,South,11,178.57,49.24
2023-01-28,P042,Toys,East,17,5334.51,288.75
2023-01-29,P004,Home & Kitchen,South,11,2287.34,283.43
2023-01-29,P040,Groceries,South,5,520.59,69.14
2023-01-29,P009,Electronics,East,4,1766.51,262.09
2023-01-29,P048,Toys,East,8,1543.88,367.91
2023-01-29,P045,Groceries,East,15,6328.31,202.93
2023-01-29,P046,Electronics,West,18,3207.4,718.01
2023-01-29,P013,Groceries,West,19,521.77,77.71
2023-01-29,P014,Clothing,South,10,4334.01,710.67
2023-01-29,P017,Clothing,West,3,699.85,37.39
2023-01-29,P035,Groceries,South,9,2287.42,350.66
2023-01-30,P025,Toys,West,10,3243.76,35.82
2023-01-30,P021,Home & Kitchen,West,15,2847.5,0.15
2023-01-30,P043,Clothing,East,2,794.54,216.48
2023-01-30,P015,Clothing,West,17,7572.1,1762.53
2023-01-30,P037,Groceries,West,18,2710.46,334.11
2023-01-30,P036,Toys,East,7,3065.77,515.5
2023-01-30,P013,Home & Kitchen,West,15,1030.79,150.87
2023-01-30,P023,Home & Kitchen,West,14,4246.1,97.74
2023-01-30,P045,Home & Kitchen,West,18,701.18,107.58
2023-01-30,P044,Electronics,South,7,464.53,120.03
2023-01-31,P025,Groceries,South,10,693.32,170.33
2023-01-31,P014,Home & Kitchen,East,2,464.45,68.1
2023-01-31,P049,Home & Kitchen,West,15,5182.98,1155.58
2023-01-31,P035,Groceries,South,19,8959.19,1743.31
2023-01-31,P036,Toys,North,10,2231.96,198.85
2023-01-31,P028,Groceries,South,16,4389.43,76.5
2023-01-31,P007,Groceries,North,11,235.62,65.68
2023-01-31,P005,Clothing,South,9,2227.4,545.45
2023-01-31,P034,Clothing,North,14,2179.44,604.28
2023-01-31,P041,Home & Kitchen,East,11,3653.38,1006.14
2023-02-01,P036,Home & Kitchen,West,9,4107.94,1201.98
2023-02-01,P009,Groceries,South,8,1523.05,5.58
2023-02-01,P027,Home & Kitchen,East,17,4209.22,919.81
2023-02-01,P007,Clothing,North,13,2444.31,113.1
2023-02-01,P031,Clothing,West,2,564.22,60.95
2023-02-01,P050,Electronics,South,16,1420.34,147.12
2023-02-01,P024,Home & Kitchen,North,19,4934.18,1325.08
2023-02-01,P039,Toys,South,8,2027.79,152.51
2023-02-01,P003,Home & Kitchen,West,13,3328.74,992.58
2023-02-01,P038,Groceries,North,11,2625.87,658.39
2023-02-02,P020,Toys,North,12,402.37,21.34
2023-02-02,P037,Toys,South,5,2470.19,565.26
2023-02-02,P039,Home & Kitchen,East,10,2013.82,56.1
2023-02-02,P040,Electronics,North,16,5345.75,343.13
2023-02-02,P009,Home & Kitchen,East,5,2472.57,559.37
2023-02-02,P028,Electronics,West,11,4745.97,494.02
2023-02-02,P032,Toys,South,15,4591.76,645.32
2023-02-02,P006,Toys,South,12,5695.83,789.6
2023-02-02,P047,Electronics,North,7,1054.1,164.94
2023-02-02,P018,Groceries,West,15,7289.89,2026.09
2023-02-03,P023,Toys,South,2,493.82,49.98
2023-02-03,P014,Electronics,East,2,718.03,70.85
2023-02-03,P043,Clothing,West,6,1084.42,145.9
2023-02-03,P024,Electronics,North,17,7613.45,361.55
2023-02-03,P015,Electronics,East,16,4844.41,287.37
2023-02-03,P038,Home & Kitchen,East,14,460.24,48.61
2023-02-03,P018,Clothing,East,14,5835.55,714.77
2023-02-03,P046,Clothing,South,14,5991.31,739.41
2023-02-03,P035,Toys,North,17,4287.46,585.62
2023-02-03,P013,Electronics,South,5,1154.24,151.28
2023-02-04,P011,Clothing,East,18,4686.17,268.19
2023-02-04,P016,Home & Kitchen,North,3,508.8,150.93
2023-02-04,P031,Home & Kitchen,North,18,3946.46,72.4
2023-02-04,P012,Clothing,South,19,2315.42,57.4
2023-02-04,P018,Toys,West,17,4204.02,426.84
2023-02-04,P008,Home & Kitchen,East,16,4250.07,791.79
2023-02-04,P032,Electronics,East,19,4190.74,666.94
2023-02-04,P029,Groceries,South,5,993.66,106.7
2023-02-04,P013,Toys,North,3,849.49,157.48
2023-02-04,P045,Toys,South,15,3545.79,901.22
2023-02-05,P047,Home & Kitchen,North,7,372.74,96.05
2023-02-05,P035,Clothing,South,6,1459.61,282.3
2023-02-05,P018,Groceries,South,12,1116.5,208.08
2023-02-05,P003,Home & Kitchen,South,9,4212.25,958.51
2023-02-05,P030,Groceries,West,19,1584.49,19.79
2023-02-05,P049,Home & Kitchen,North,17,5308.34,740.75
2023-02-05,P014,Electronics,West,8,93.79,16.94
2023-02-05,P033,Electronics,North,19,1513.43,419.31
2023-02-05,P024,Home & Kitchen,South,14,6887.56,209.42
2023-02-05,P007,Toys,East,7,2082.33,620.06
2023-02-06,P027,Home & Kitchen,East,1,34.05,8.17
2023-02-06,P041,Clothing,East,15,2458.04,381.44
2023-02-06,P044,Clothing,West,13,4904.21,768.48
2023-02-06,P026,Clothing,West,8,2453.54,562.78
2023-02-06,P034,Groceries,East,10,4857.13,1344.44
2023-02-06,P008,Home & Kitchen,West,2,714.76,147.3
2023-02-06,P003,Home & Kitchen,North,8,1929.65,333.87
2023-02-06,P020,Toys,North,16,7738.93,1716.89
2023-02-06,P039,Home & Kitchen,South,19,9430.48,2173.09
2023-02-06,P009,Clothing,South,10,1607.59,240.98
2023-02-07,P014,Electronics,West,6,2723.28,643.4
2023-02-07,P019,Groceries,North,8,2406.93,634.97
2023-02-07,P018,Home & Kitchen,South,6,493.86,103.37
2023-02-07,P013,Groceries,North,11,5257.74,715.05
2023-02-07,P012,Home & Kitchen,East,10,3180.63,552.27
2023-02-07,P045,Electronics,South,11,1007.35,185.64
2023-02-07,P050,Electronics,North,6,2525.24,17.6
2023-02-07,P030,Home & Kitchen,North,18,745.94,132.26
2023-02-07,P042,Electronics,South,4,1228.56,210.99
2023-02-07,P002,Electronics,West,8,1293.94,132.94
2023-02-08,P013,Groceries,East,5,2441.71,287.38
2023-02-08,P007,Electronics,East,1,463.88,86.82
2023-02-08,P017,Groceries,South,9,926.36,86.5
2023-02-08,P042,Toys,South,17,615.24,14.75
2023-02-08,P046,Home & Kitchen,West,15,3769.78,13.18
2023-02-08,P012,Groceries,North,7,1566.18,177.54
2023-02-08,P030,Toys,South,12,3809.75,188.44
2023-02-08,P004,Clothing,West,15,1060.37,104.4
2023-02-08,P037,Toys,South,14,1002.9,241.74
2023-02-08,P025,Home & Kitchen,East,9,3029.22,215.49
2023-02-09,P030,Home & Kitchen,West,18,4791.39,105.45
2023-02-09,P048,Groceries,East,18,1967.51,448.34
2023-02-09,P023,Groceries,North,17,2531.94,51.96
2023-02-09,P001,Clothing,South,6,634.72,96.38
2023-02-09,P032,Toys,South,5,1356.97,349.63
2023-02-09,P027,Electronics,South,19,4857.06,607.93
2023-02-09,P028,Home & Kitchen,East,17,672.59,127.22
2023-02-09,P045,Clothing,West,9,1726.46,129.9
2023-02-09,P024,Groceries,East,7,2726.33,349.68
2023-02-09,P034,Groceries,West,17,2647.3,443.99
2023-02-10,P030,Home & Kitchen,South,10,1429.99,347.02
2023-02-10,P008,Home & Kitchen,North,12,4595.48,471.64
2023-02-10,P031,Home & Kitchen,South,8,3919.76,227.7
2023-02-10,P026,Groceries,West,15,4074.65,931.06
2023-02-10,P039,Toys,North,18,6179.46,970.12
2023-02-10,P049,Home & Kitchen,South,13,5767.33,1056.48
2023-02-10,P016,Electronics,North,2,697.17,132.71
2023-02-10,P015,Clothing,West,3,875.29,239.49
2023-02-10,P045,Toys,East,5,2413.85,723.04
2023-02-10,P024,Groceries,South,1,270.07,37.28
2023-02-11,P025,Home & Kitchen,West,16,7219.12,572.04
2023-02-11,P050,Electronics,North,12,2041.11,230.61
2023-02-11,P026,Toys,East,13,1444.47,21.06
2023-02-11,P011,Clothing,North,16,7372.99,1645.43
2023-02-11,P008,Toys,East,18,7104.45,1648.98
2023-02-11,P039,Home & Kitchen,East,13,2366.08,562.42
2023-02-11,P036,Clothing,North,12,4447.01,179.39
2023-02-11,P038,Groceries,East,4,721.81,205.02
2023-02-11,P012,Electronics,South,15,4250.6,1167.8
2023-02-11,P046,Clothing,South,5,258.39,30.83
2023-02-12,P011,Home & Kitchen,North,16,6809.9,358.89
2023-02-12,P030,Groceries,West,17,5431.37,244.84
2023-02-12,P043,Toys,South,11,258.79,51.53
2023-02-12,P050,Clothing,North,1,50.19,13.53
2023-02-12,P020,Electronics,North,15,5033.99,198.89
2023-02-12,P028,Clothing,East,16,5105.13,946.38
2023-02-12,P047,Groceries,West,8,3065.39,141.87
2023-02-12,P046,Toys,South,8,2092.44,119.23
2023-02-12,P036,Clothing,West,2,819.76,91.0
2023-02-12,P041,Home & Kitchen,North,3,1089.53,238.42
2023-02-13,P034,Electronics,North,11,3399.49,806.52
2023-02-13,P026,Home & Kitchen,South,16,3327.98,770.5
2023-02-13,P016,Groceries,South,2,608.53,158.61
2023-02-13,P049,Toys,East,12,3431.04,213.98
2023-02-13,P013,Toys,North,16,7409.53,905.22
2023-02-13,P020,Electronics,West,18,2004.28,249.81
2023-02-13,P027,Electronics,East,7,2702.86,602.92
2023-02-13,P033,Groceries,South,1,129.05,3.72
2023-02-13,P017,Clothing,North,10,1238.38,263.86
2023-02-13,P025,Toys,South,9,2066.55,54.25
2023-02-14,P004,Clothing,North,18,1962.76,303.91
2023-02-14,P014,Home & Kitchen,North,2,779.51,126.06
2023-02-14,P043,Clothing,West,12,4366.35,529.9
2023-02-14,P016,Groceries,North,5,1454.74,343.24
2023-02-14,P022,Electronics,South,7,638.73,142.23
2023-02-14,P023,Electronics,East,3,789.1,95.32
2023-02-14,P015,Home & Kitchen,East,19,6337.66,233.14
2023-02-14,P019,Home & Kitchen,East,13,2884.0,360.32
2023-02-14,P018,Groceries,East,9,1264.56,174.71
2023-02-14,P006,Home & Kitchen,South,8,770.6,122.86
2023-02-15,P050,Toys,East,8,1404.91,322.82
2023-02-15,P046,Clothing,East,1,34.05,5.99
2023-02-15,P042,Home & Kitchen,North,17,6575.18,831.63
2023-02-15,P007,Clothing,East,3,1137.33,92.45
2023-02-15,P022,Home & Kitchen,West,12,2106.56,471.38
2023-02-15,P018,Home & Kitchen,South,17,1503.69,3.28
2023-02-15,P034,Clothing,East,4,1073.71,277.94
2023-02-15,P047,Electronics,East,13,914.51,187.24
2023-02-15,P004,Groceries,South,8,2961.61,795.26
2023-02-15,P012,Groceries,West,17,1867.05,394.89
2023-02-16,P013,Groceries,South,9,4388.79,1114.9
2023-02-16,P044,Clothing,East,13,1045.85,185.58
2023-02-16,P001,Clothing,North,16,7487.5,1841.55
2023-02-16,P021,Clothing,South,6,1473.2,32.31
2023-02-16,P049,Clothing,North,18,2232.16,307.56
2023-02-16,P015,Toys,East,11,2184.87,31.16
2023-02-16,P003,Home & Kitchen,East,8,3193.21,544.61
2023-02-16,P036,Groceries,South,8,1482.53,324.25
2023-02-16,P024,Electronics,South,13,5630.78,1192.26
2023-02-16,P033,Groceries,East,5,1015.53,287.47
2023-02-17,P033,Toys,North,13,391.13,12.29
2023-02-17,P047,Home & Kitchen,West,5,412.03,82.57
2023-02-17,P031,Toys,East,5,1880.69,343.82
2023-02-17,P034,Groceries,East,7,607.53,148.51
2023-02-17,P013,Home & Kitchen,North,11,2662.06,13.17
2023-02-17,P005,Groceries,East,13,3380.15,685.03
2023-02-17,P039,Clothing,North,12,3024.63,615.69
2023-02-17,P044,Groceries,North,10,3844.45,281.25
2023-02-17,P012,Groceries,West,5,709.88,85.94
2023-02-17,P028,Clothing,West,17,4748.89,219.95
2023-02-18,P029,Clothing,North,17,1181.48,267.27
2023-02-18,P033,Home & Kitchen,South,7,1614.82,40.32
2023-02-18,P039,Home & Kitchen,East,6,2893.76,136.39
2023-02-18,P037,Clothing,East,7,3024.37,546.26
2023-02-18,P027,Groceries,West,4,931.98,54.21
2023-02-18,P049,Home & Kitchen,West,2,574.99,129.77
2023-02-18,P038,Toys,West,9,509.97,103.03
2023-02-18,P035,Clothing,East,7,375.37,81.35
2023-02-18,P028,Home & Kitchen,East,3,826.73,233.0
2023-02-18,P042,Home & Kitchen,North,7,1097.8,306.78
2023-02-19,P045,Toys,West,7,2343.14,45.35
2023-02-19,P019,Clothing,South,2,389.82,87.19
2023-02-19,P009,Home & Kitchen,West,2,674.76,57.13
2023-02-19,P033,Clothing,South,13,4833.8,518.97
2023-02-19,P004,Electronics,West,14,2582.04,145.25
2023-02-19,P017,Home & Kitchen,North,7,2089.93,52.68
2023-02-19,P039,Electronics,South,8,2812.86,569.37
2023-02-19,P024,Groceries,South,9,701.63,42.61
2023-02-19,P043,Groceries,North,17,3443.2,235.32
2023-02-19,P028,Toys,East,2,523.29,71.19
2023-02-20,P047,Clothing,South,13,1241.29,322.05
2023-02-20,P018,Home & Kitchen,South,14,2157.23,12.42
2023-02-20,P019,Groceries,North,7,1695.99,19.59
2023-02-20,P030,Toys,West,14,3107.57,735.43
2023-02-20,P015,Toys,West,13,1701.27,231.46
2023-02-20,P001,Clothing,East,16,4229.28,429.57
2023-02-20,P008,Electronics,West,13,3255.82,144.63
2023-02-20,P014,Clothing,West,17,5772.18,1010.01
2023-02-20,P021,Home & Kitchen,North,19,4508.12,220.18
2023-02-20,P016,Clothing,West,15,4797.9,1103.87
2023-02-21,P048,Electronics,North,19,6757.17,34.4
2023-02-21,P011,Electronics,East,5,1968.42,301.43
2023-02-21,P013,Home & Kitchen,East,13,2078.6,607.08
2023-02-21,P026,Groceries,South,9,2991.96,776.56
2023-02-21,P015,Toys,North,4,1773.2,189.9
2023-02-21,P025,Groceries,South,15,6517.38,640.73
2023-02-21,P014,Toys,East,8,1991.72,298.34
2023-02-21,P029,Clothing,East,7,2993.55,684.08
2023-02-21,P037,Clothing,North,6,387.84,18.38
2023-02-21,P020,Groceries,West,18,8813.36,2292.86
2023-02-22,P048,Toys,East,11,3056.75,770.26
2023-02-22,P026,Electronics,South,1,296.83,80.3
2023-02-22,P025,Groceries,West,1,263.56,23.41
2023-02-22,P049,Electronics,East,3,986.81,183.99
2023-02-22,P002,Electronics,West,9,1611.26,223.58
2023-02-22,P032,Clothing,West,9,1238.62,283.49
2023-02-22,P007,Home & Kitchen,West,10,3420.34,751.55
2023-02-22,P037,Home & Kitchen,North,11,2077.38,283.64
2023-02-22,P010,Clothing,South,1,21.71,5.7
2023-02-22,P023,Electronics,East,13,3803.18,1105.24
2023-02-23,P017,Home & Kitchen,East,1,36.44,8.22
2023-02-23,P002,Groceries,North,16,3560.12,807.48
2023-02-23,P027,Electronics,North,10,336.11,30.83
2023-02-23,P035,Home & Kitchen,West,14,2210.51,418.89
2023-02-23,P016,Clothing,West,16,6590.32,1577.1
2023-02-23,P030,Toys,East,3,435.07,25.84
2023-02-23,P036,Electronics,West,6,1661.3,57.43
2023-02-23,P003,Clothing,South,1,444.74,19.65
2023-02-23,P029,Groceries,East,17,3787.01,1064.12
2023-02-23,P006,Toys,West,16,6967.72,255.44
2023-02-24,P041,Electronics,West,10,1954.71,421.25
2023-02-24,P013,Home & Kitchen,North,16,6399.92,1847.78
2023-02-24,P046,Electronics,East,4,740.4,69.68
2023-02-24,P019,Electronics,North,10,394.89,49.98
2023-02-24,P032,Home & Kitchen,North,18,7042.1,279.19
2023-02-24,P004,Electronics,East,15,252.23,8.61
2023-02-24,P020,Electronics,South,12,1033.75,188.02
2023-02-24,P012,Toys,North,9,2678.22,353.69
2023-02-24,P021,Home & Kitchen,South,4,1180.38,295.56
2023-02-24,P009,Clothing,West,2,347.4,29.87
2023-02-25,P031,Electronics,South,3,1109.33,187.01
2023-02-25,P017,Electronics,West,5,1743.63,343.54
2023-02-25,P037,Clothing,South,1,12.07,3.05
2023-02-25,P035,Clothing,South,10,1652.34,374.77
2023-02-25,P047,Toys,West,10,1210.64,197.93
2023-02-25,P016,Groceries,East,13,1906.73,132.34
2023-02-25,P028,Clothing,West,17,3732.96,502.64
2023-02-25,P005,Clothing,West,9,2665.29,525.65
2023-02-25,P021,Clothing,North,7,368.93,6.73
2023-02-25,P032,Groceries,East,7,124.23,12.5
2023-02-26,P027,Home & Kitchen,East,14,2053.49,10.3
2023-02-26,P044,Toys,West,1,429.91,92.29
2023-02-26,P004,Clothing,South,15,4304.3,1030.49
2023-02-26,P034,Clothing,South,4,1176.49,242.22
2023-02-26,P017,Groceries,West,16,7000.67,2047.83
2023-02-26,P032,Clothing,West,9,4062.53,294.47
2023-02-26,P030,Toys,North,14,6125.29,244.06
2023-02-26,P045,Home & Kitchen,South,3,872.15,238.61
2023-02-26,P050,Home & Kitchen,North,15,5228.62,1546.8
2023-02-26,P036,Clothing,West,4,1055.94,17.68
2023-02-27,P038,Electronics,South,13,681.66,73.09
2023-02-27,P045,Toys,South,1,390.66,13.43
2023-02-27,P011,Electronics,North,10,178.49,28.79
2023-02-27,P012,Groceries,West,17,3024.47,128.44
2023-02-27,P010,Home & Kitchen,South,18,8947.59,1542.54
2023-02-27,P025,Home & Kitchen,East,3,944.49,148.62
2023-02-27,P014,Electronics,West,13,5215.95,243.67
2023-02-27,P026,Clothing,North,3,1087.07,0.99
2023-02-27,P031,Home & Kitchen,North,1,243.89,45.1
2023-02-27,P027,Clothing,East,17,8357.13,2129.91
2023-02-28,P037,Groceries,West,1,283.57,73.2
2023-02-28,P032,Groceries,South,2,111.4,26.06
2023-02-28,P012,Home & Kitchen,West,19,5335.81,34.81
2023-02-28,P031,Groceries,West,1,414.21,26.17
2023-02-28,P005,Electronics,North,1,329.95,90.29
2023-02-28,P048,Clothing,South,11,2389.98,275.18
2023-02-28,P018,Groceries,North,11,980.96,281.52
2023-02-28,P046,Toys,South,4,1467.17,242.11
2023-02-28,P041,Toys,North,1,396.6,87.66
2023-02-28,P035,Toys,East,11,4366.21,1295.39
2023-03-01,P028,Groceries,South,13,1622.87,94.06
2023-03-01,P025,Home & Kitchen,West,17,8334.03,2386.16
2023-03-01,P005,Toys,East,13,6123.13,1069.6
2023-03-01,P011,Clothing,East,9,797.23,111.75
2023-03-01,P049,Groceries,West,15,4245.05,220.98
2023-03-01,P039,Home & Kitchen,North,19,1228.25,158.4
2023-03-01,P021,Clothing,East,7,1274.06,130.12
2023-03-01,P022,Toys,East,16,5748.69,1030.65
2023-03-01,P046,Clothing,North,16,2887.66,188.18
2023-03-01,P033,Clothing,East,11,2524.7,429.89
2023-03-02,P013,Home & Kitchen,East,15,5228.77,529.23
2023-03-02,P032,Electronics,East,14,6690.83,1745.09
2023-03-02,P017,Home & Kitchen,East,17,7844.78,1618.94
2023-03-02,P012,Home & Kitchen,East,7,236.91,17.65
2023-03-02,P007,Groceries,North,11,1122.35,325.43
2023-03-02,P031,Toys,East,10,2886.64,156.9
2023-03-02,P036,Electronics,South,15,5921.66,442.79
2023-03-02,P024,Toys,East,10,4038.02,366.88
2023-03-02,P030,Groceries,South,15,5347.37,1551.93
2023-03-02,P035,Toys,East,4,1500.81,263.41
2023-03-03,P039,Home & Kitchen,South,8,2893.63,453.89
2023-03-03,P022,Clothing,East,7,196.16,11.98
2023-03-03,P032,Toys,North,11,3479.99,842.97
2023-03-03,P016,Clothing,West,8,1812.12,357.34
2023-03-03,P015,Electronics,West,8,471.28,97.65
2023-03-03,P033,Electronics,South,8,55.74,10.19
2023-03-03,P027,Home & Kitchen,East,15,4867.54,349.51
2023-03-03,P028,Clothing,West,18,6239.17,647.85
2023-03-03,P001,Clothing,North,7,3255.66,735.39
2023-03-03,P010,Electronics,North,1,8.43,2.22
2023-03-04,P033,Toys,North,11,2025.88,441.84
2023-03-04,P003,Electronics,South,6,2617.18,552.57
2023-03-04,P002,Groceries,North,10,3240.43,101.39
2023-03-04,P004,Clothing,East,14,5792.22,978.88
2023-03-04,P048,Home & Kitchen,East,16,5827.29,175.97
2023-03-04,P006,Clothing,South,6,1628.22,123.89
2023-03-04,P029,Electronics,North,2,761.06,13.65
2023-03-04,P008,Home & Kitchen,South,7,2255.59,324.81
2023-03-04,P012,Groceries,South,4,1788.09,159.74
2023-03-04,P005,Clothing,North,13,1395.13,406.08
2023-03-05,P017,Home & Kitchen,South,6,1059.37,310.21
2023-03-05,P036,Toys,South,6,2034.13,186.57
2023-03-05,P044,Home & Kitchen,South,2,254.5,16.89
2023-03-05,P030,Electronics,South,5,1167.33,327.5
2023-03-05,P043,Toys,East,9,1754.03,50.01
2023-03-05,P012,Home & Kitchen,East,14,4394.96,557.64
2023-03-05,P042,Groceries,North,10,3854.53,936.71
2023-03-05,P005,Electronics,East,7,357.74,39.78
2023-03-05,P034,Groceries,East,4,160.21,12.0
2023-03-05,P048,Electronics,West,6,1397.29,75.05
2023-03-06,P026,Toys,East,1,467.69,99.24
2023-03-06,P036,Clothing,South,8,2198.82,352.64
2023-03-06,P008,Toys,East,14,1341.1,381.37
2023-03-06,P033,Home & Kitchen,East,14,6676.24,743.44
2023-03-06,P017,Home & Kitchen,West,16,1035.75,288.67
2023-03-06,P013,Groceries,West,2,457.78,81.31
2023-03-06,P010,Groceries,West,17,4236.91,11.98
2023-03-06,P025,Groceries,East,7,2728.65,737.67
2023-03-06,P021,Clothing,South,17,577.49,148.59
2023-03-06,P043,Home & Kitchen,South,2,708.54,120.81
2023-03-07,P049,Toys,West,17,301.04,65.61
2023-03-07,P008,Electronics,North,16,6042.84,273.56
2023-03-07,P020,Groceries,East,14,2959.89,555.51
2023-03-07,P004,Clothing,North,6,1809.25,54.34
2023-03-07,P041,Toys,North,2,807.61,22.8
2023-03-07,P002,Groceries,West,4,328.49,7.46
2023-03-07,P012,Home & Kitchen,East,2,894.59,28.94
2023-03-07,P033,Groceries,East,7,2341.59,3.5
2023-03-07,P044,Toys,South,8,1936.15,200.9
2023-03-07,P007,Groceries,East,4,1020.1,35.51
2023-03-08,P001,Clothing,East,15,4922.65,1227.14
2023-03-08,P033,Clothing,East,19,2892.58,595.75
2023-03-08,P031,Toys,North,8,2409.6,24.69
2023-03-08,P002,Home & Kitchen,South,2,269.06,30.34
2023-03-08,P050,Home & Kitchen,East,12,1785.72,373.89
2023-03-08,P043,Groceries,West,9,793.32,185.6
2023-03-08,P036,Groceries,North,3,219.87,47.93
2023-03-08,P030,Clothing,South,18,5286.89,659.18
2023-03-08,P018,Home & Kitchen,North,6,1829.12,304.24
2023-03-08,P013,Toys,East,4,623.32,38.98
2023-03-09,P038,Home & Kitchen,East,2,719.49,203.04
2023-03-09,P017,Toys,West,11,3492.87,970.4
2023-03-09,P006,Clothing,East,16,4105.52,1221.09
2023-03-09,P045,Groceries,North,4,670.11,60.11
2023-03-09,P048,Toys,North,19,9215.76,1980.85
2023-03-09,P050,Electronics,South,15,4525.77,700.41
2023-03-09,P027,Groceries,North,10,3446.17,52.25
2023-03-09,P037,Electronics,West,6,1584.46,64.3
2023-03-09,P039,Electronics,East,4,1288.67,192.61
2023-03-09,P030,Groceries,South,5,287.59,74.07
